@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute ~-1 numeric
@attribute ~-2 numeric
@attribute ~-3 numeric
@attribute ~-4 numeric
@attribute ~-5 numeric
@attribute ~-6 numeric
@attribute ~-7 numeric
@attribute ~-8 numeric
@attribute ~-9 numeric
@attribute ~-10 numeric
@attribute ~-11 numeric
@attribute ~-12 numeric
@attribute ~-13 numeric
@attribute ~-14 numeric
@attribute ~-15 numeric
@attribute ~-16 numeric
@attribute ~-17 numeric
@attribute ~-18 numeric
@attribute ~-19 numeric
@attribute ~-20 numeric
@attribute ~-21 numeric
@attribute ~-22 numeric
@attribute ~-23 numeric
@attribute ~-24 numeric
@attribute ~-25 numeric
@attribute ~-26 numeric
@attribute ~-27 numeric
@attribute ~-28 numeric
@attribute ~-29 numeric
@attribute ~-30 numeric
@attribute ~-31 numeric
@attribute ~-32 numeric
@attribute ~-33 numeric
@attribute ~-34 numeric
@attribute ~-35 numeric
@attribute ~-36 numeric
@attribute ~-37 numeric
@attribute ~-38 numeric
@attribute ~-39 numeric
@attribute ~-40 numeric
@attribute ~-41 numeric
@attribute ~-42 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric

@data
2839,'2024/11/28 11:20:10:698',9,0.695334,0.633998,0.593879,0.573095,0.541977,0.639826,0.61925,0.606222,0.597886,0.68641,0.687426,0.687219,0.686379,0.726897,0.743852,0.755978,0.764445,0.761911,0.784276,0.800299,0.813204,0.863163,0.798124,0.692265,0.596809,0.517507,0.532744,0.399754,0.314887,0.233268,0.519275,0.36433,0.261536,0.164439,0.542738,0.401601,0.302923,0.209509,0.591511,0.484585,0.41151,0.340405,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2840,'2024/11/28 11:20:10:733',9,0.702642,0.639551,0.600572,0.581692,0.549452,0.645473,0.625231,0.611479,0.602375,0.691786,0.691226,0.691599,0.691358,0.732183,0.747743,0.759524,0.767652,0.768132,0.790579,0.807241,0.821105,0.871029,0.809227,0.706013,0.613641,0.54043,0.546847,0.415856,0.332039,0.251388,0.533356,0.379791,0.27618,0.178065,0.556414,0.42189,0.32705,0.235777,0.602772,0.497958,0.428844,0.360564,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2841,'2024/11/28 11:20:10:779',9,0.710407,0.646879,0.608257,0.58975,0.55566,0.655632,0.635071,0.621628,0.613056,0.701987,0.701139,0.701304,0.701528,0.74273,0.759401,0.770367,0.777788,0.7794,0.802743,0.818698,0.831585,0.876925,0.807495,0.705423,0.61196,0.546184,0.554663,0.427083,0.344976,0.264902,0.541466,0.391205,0.288516,0.191524,0.564119,0.431571,0.336535,0.245905,0.610072,0.50697,0.43773,0.369129,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2842,'2024/11/28 11:20:10:813',9,0.719639,0.656957,0.619985,0.602071,0.567765,0.667489,0.648718,0.635469,0.626513,0.714324,0.714005,0.713756,0.713163,0.755812,0.772591,0.783517,0.790544,0.792663,0.81522,0.829896,0.841189,0.880066,0.812167,0.710324,0.617532,0.551008,0.558089,0.431707,0.351776,0.272387,0.546033,0.398345,0.298713,0.202848,0.569513,0.436764,0.342994,0.251631,0.616516,0.513358,0.44272,0.371317,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2843,'2024/11/28 11:20:10:841',9,0.729069,0.668076,0.631671,0.613627,0.581859,0.678162,0.661005,0.648926,0.640831,0.724565,0.725667,0.725477,0.724631,0.765908,0.784345,0.796327,0.804147,0.80287,0.827967,0.843745,0.855911,0.875905,0.808827,0.708414,0.617845,0.54807,0.554757,0.426198,0.346139,0.268511,0.544763,0.398882,0.300837,0.207676,0.568454,0.434097,0.339299,0.248134,0.614757,0.5101,0.438058,0.367057,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2844,'2024/11/28 11:20:10:875',9,0.738629,0.67864,0.643602,0.626244,0.594927,0.688913,0.672974,0.661493,0.654251,0.735164,0.737636,0.738425,0.738249,0.776189,0.796827,0.810417,0.818989,0.81209,0.838972,0.855674,0.868195,0.865991,0.803337,0.703589,0.612429,0.540699,0.548437,0.419382,0.338542,0.260259,0.538101,0.391495,0.293185,0.199523,0.562148,0.426232,0.331726,0.241431,0.609652,0.504541,0.433293,0.362814,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2845,'2024/11/28 11:20:10:907',9,0.744938,0.684746,0.651358,0.63671,0.60685,0.695474,0.681134,0.670659,0.664841,0.742698,0.746878,0.749997,0.752603,0.784036,0.805835,0.820803,0.831375,0.82021,0.84783,0.865827,0.879671,0.855312,0.794601,0.693431,0.600379,0.526053,0.535638,0.403379,0.320458,0.240098,0.525992,0.377103,0.276857,0.182064,0.551051,0.414967,0.320119,0.23018,0.599391,0.494016,0.422461,0.352029,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2846,'2024/11/28 11:20:10:941',9,0.751092,0.689611,0.656439,0.643623,0.614964,0.702037,0.687919,0.678401,0.673717,0.750389,0.755414,0.760248,0.764849,0.791951,0.813822,0.828947,0.839624,0.828533,0.85613,0.874796,0.889272,0.842493,0.782307,0.678395,0.582542,0.505413,0.520371,0.38988,0.306714,0.226239,0.50953,0.360195,0.259161,0.164005,0.534424,0.401282,0.307609,0.218635,0.582981,0.477645,0.404654,0.332751,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2847,'2024/11/28 11:20:10:979',9,0.754032,0.694251,0.660798,0.64708,0.619646,0.70485,0.690411,0.681153,0.676769,0.754267,0.762842,0.768611,0.772775,0.796381,0.820504,0.835841,0.846685,0.832469,0.860739,0.879871,0.894777,0.825419,0.764929,0.662384,0.567719,0.491134,0.499903,0.369197,0.284114,0.203021,0.489328,0.339247,0.239417,0.147697,0.514712,0.379336,0.283856,0.194939,0.564186,0.457505,0.383866,0.312075,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2848,'2024/11/28 11:20:11:001',9,0.7552,0.694801,0.65951,0.645769,0.618162,0.703579,0.688588,0.679174,0.67405,0.754176,0.762127,0.767588,0.771555,0.796857,0.821211,0.837529,0.848691,0.834312,0.862455,0.882531,0.897426,0.809344,0.75006,0.64591,0.549565,0.47269,0.484396,0.350912,0.265892,0.184943,0.473312,0.320083,0.21951,0.12547,0.497066,0.359994,0.264543,0.175613,0.544226,0.433405,0.357696,0.283558,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2849,'2024/11/28 11:20:11:033',9,0.752909,0.690335,0.654362,0.640265,0.61132,0.700492,0.685611,0.675625,0.670131,0.750573,0.758834,0.764197,0.768692,0.792691,0.816282,0.832893,0.844645,0.829653,0.858121,0.877688,0.892355,0.795437,0.735028,0.629089,0.531522,0.4554,0.470007,0.337257,0.252671,0.172594,0.457093,0.303476,0.201933,0.106283,0.479888,0.340564,0.243607,0.152523,0.526303,0.416585,0.340694,0.266036,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2850,'2024/11/28 11:20:11:066',9,0.747917,0.682424,0.645032,0.630598,0.600224,0.693878,0.678997,0.669075,0.663388,0.744175,0.751252,0.755763,0.759595,0.786752,0.808987,0.824686,0.835849,0.824087,0.851661,0.869817,0.883665,0.788181,0.725594,0.61684,0.516736,0.442813,0.457858,0.323748,0.238137,0.157701,0.44452,0.290016,0.186931,0.090939,0.46635,0.326034,0.228659,0.1384,0.511996,0.402191,0.327351,0.253512,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2851,'2024/11/28 11:20:11:099',9,0.739296,0.672731,0.634442,0.619745,0.589692,0.684752,0.667961,0.657899,0.652927,0.734961,0.73998,0.744153,0.748453,0.778129,0.799658,0.815499,0.827095,0.815937,0.843151,0.861564,0.875639,0.784974,0.721843,0.611624,0.509868,0.433666,0.45331,0.320264,0.233821,0.152526,0.436727,0.280838,0.176543,0.079745,0.456648,0.315714,0.217326,0.126737,0.501588,0.391752,0.316013,0.24259,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2852,'2024/11/28 11:20:11:134',9,0.72845,0.66224,0.622322,0.607611,0.579358,0.67231,0.655965,0.647275,0.643901,0.722008,0.726451,0.731048,0.736744,0.76523,0.787531,0.804113,0.817061,0.803848,0.832248,0.850801,0.865292,0.785816,0.720376,0.612373,0.511376,0.431684,0.453127,0.318467,0.231194,0.149104,0.436239,0.278456,0.173268,0.076457,0.455162,0.313806,0.21511,0.125623,0.499665,0.389468,0.312462,0.238359,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2853,'2024/11/28 11:20:11:167',9,0.72073,0.654667,0.612806,0.596106,0.569537,0.662358,0.644669,0.635591,0.631256,0.71103,0.715281,0.719335,0.724217,0.752898,0.773446,0.790194,0.803677,0.789629,0.816692,0.835619,0.850488,0.787186,0.721892,0.615704,0.519247,0.439953,0.454534,0.319634,0.232235,0.150004,0.437866,0.280934,0.176268,0.079612,0.456825,0.315383,0.21529,0.125354,0.50109,0.392579,0.317246,0.245474,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2854,'2024/11/28 11:20:11:221',9,0.709919,0.646246,0.604956,0.588149,0.559118,0.652207,0.633473,0.622731,0.61754,0.700945,0.70435,0.70682,0.710035,0.743254,0.763404,0.779417,0.791639,0.780584,0.806417,0.823834,0.837526,0.803264,0.740428,0.633364,0.535305,0.454661,0.46715,0.330547,0.242593,0.15886,0.449829,0.290236,0.18349,0.084725,0.468543,0.32443,0.223037,0.131946,0.514369,0.402179,0.323689,0.247997,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2855,'2024/11/28 11:20:11:242',9,0.702227,0.638527,0.596725,0.578383,0.547817,0.644232,0.625152,0.61244,0.605171,0.692385,0.694676,0.697192,0.701059,0.73452,0.752936,0.767861,0.779874,0.77198,0.797122,0.814977,0.829384,0.818569,0.754827,0.648262,0.549737,0.470454,0.484019,0.345729,0.257261,0.17285,0.466733,0.305161,0.198162,0.098412,0.484423,0.338767,0.236868,0.14514,0.52836,0.412716,0.332743,0.255971,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2856,'2024/11/28 11:20:11:274',9,0.698587,0.635072,0.594427,0.574824,0.543881,0.640053,0.61837,0.603351,0.593465,0.688195,0.689645,0.689808,0.690043,0.729816,0.748212,0.761909,0.772049,0.766176,0.790457,0.80747,0.820415,0.838117,0.777038,0.670527,0.570713,0.486717,0.503063,0.364729,0.27663,0.192442,0.484832,0.323707,0.216374,0.116136,0.503724,0.357183,0.254031,0.160433,0.54899,0.433972,0.352998,0.275893,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2857,'2024/11/28 11:20:11:308',9,0.69923,0.634761,0.593829,0.574038,0.543536,0.639158,0.616424,0.600724,0.589053,0.687237,0.688378,0.687227,0.685052,0.72871,0.745883,0.758475,0.767146,0.76498,0.787545,0.804573,0.817834,0.856683,0.794203,0.687706,0.588941,0.505451,0.521925,0.385233,0.297088,0.213101,0.504247,0.342484,0.235476,0.136203,0.524401,0.376973,0.274344,0.179912,0.57159,0.458079,0.380557,0.306327,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2858,'2024/11/28 11:20:11:342',9,0.703322,0.639032,0.598359,0.577751,0.546153,0.641945,0.619594,0.605854,0.595995,0.690084,0.68925,0.688331,0.686196,0.732435,0.748697,0.760187,0.767684,0.769347,0.791139,0.807237,0.819825,0.874237,0.808093,0.701003,0.606062,0.527752,0.535559,0.400848,0.315833,0.234789,0.521163,0.361881,0.257416,0.159003,0.544321,0.399863,0.298154,0.201838,0.59348,0.482276,0.406888,0.332804,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2859,'2024/11/28 11:20:11:374',9,0.712331,0.645395,0.605517,0.585582,0.549814,0.650526,0.627883,0.613406,0.603741,0.698803,0.696765,0.696717,0.696254,0.74106,0.756455,0.76744,0.774737,0.779503,0.801265,0.817525,0.830921,0.887025,0.820302,0.714342,0.618028,0.545949,0.55502,0.421765,0.33605,0.253415,0.540179,0.382906,0.276015,0.174489,0.562022,0.423631,0.325581,0.231903,0.607912,0.497645,0.424854,0.353024,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2860,'2024/11/28 11:20:11:409',9,0.722779,0.654416,0.614795,0.59618,0.56079,0.662767,0.641243,0.627468,0.618708,0.710771,0.70893,0.708582,0.708715,0.75323,0.770061,0.78103,0.788611,0.79154,0.814484,0.831031,0.844382,0.895952,0.82759,0.722975,0.62614,0.55766,0.565349,0.435302,0.350784,0.268243,0.551249,0.39922,0.295012,0.19448,0.573246,0.437238,0.340903,0.247022,0.619843,0.514054,0.443069,0.371686,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2861,'2024/11/28 11:20:11:438',9,0.730996,0.664563,0.627561,0.61004,0.576298,0.677422,0.656785,0.642841,0.633033,0.725141,0.724348,0.723953,0.723118,0.767236,0.785532,0.797013,0.804544,0.805453,0.829046,0.844945,0.857097,0.903483,0.830636,0.726816,0.63278,0.563598,0.572543,0.443571,0.360766,0.279665,0.560683,0.411406,0.311316,0.21587,0.584304,0.446807,0.350225,0.256645,0.632337,0.525604,0.453501,0.381591,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2862,'2024/11/28 11:20:11:465',9,0.740286,0.677032,0.640896,0.62172,0.588629,0.6899,0.671456,0.659159,0.651986,0.738206,0.740238,0.741156,0.741687,0.780305,0.801523,0.814305,0.823153,0.817817,0.843028,0.858452,0.870811,0.900316,0.828255,0.723546,0.630865,0.559479,0.573957,0.443846,0.361823,0.280823,0.562942,0.414657,0.314685,0.218245,0.586434,0.453047,0.358307,0.267548,0.633604,0.527428,0.454632,0.383146,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2863,'2024/11/28 11:20:11:498',9,0.749429,0.689841,0.655635,0.638916,0.608155,0.702117,0.686025,0.674743,0.667759,0.750319,0.754126,0.757755,0.760842,0.792818,0.814795,0.82932,0.839633,0.829939,0.85711,0.874003,0.887565,0.894794,0.827494,0.725702,0.633598,0.560685,0.572581,0.440616,0.357808,0.27756,0.561413,0.40924,0.309921,0.216787,0.585947,0.450213,0.357425,0.269798,0.634247,0.52706,0.455464,0.386017,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2864,'2024/11/28 11:20:11:533',9,0.757971,0.698119,0.664879,0.651315,0.622005,0.711411,0.698393,0.689262,0.683946,0.760926,0.769366,0.774384,0.777581,0.80349,0.828567,0.844262,0.855086,0.840454,0.869233,0.887096,0.900999,0.889005,0.822665,0.720964,0.628372,0.553203,0.5652,0.434132,0.350187,0.268797,0.554917,0.405584,0.306122,0.211682,0.580977,0.446459,0.352089,0.262215,0.630638,0.523194,0.449947,0.378075,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2865,'2024/11/28 11:20:11:596',9,0.764607,0.705949,0.674463,0.662371,0.632746,0.722413,0.710002,0.700293,0.694673,0.770567,0.779788,0.785935,0.791001,0.81221,0.838534,0.858018,0.872628,0.848149,0.878608,0.899219,0.916182,0.877966,0.815209,0.711217,0.616629,0.542612,0.552848,0.421828,0.339411,0.259202,0.542894,0.390812,0.289424,0.193083,0.569021,0.430094,0.334126,0.242756,0.618827,0.510442,0.437828,0.366656,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2866,'2024/11/28 11:20:11:616',9,0.770831,0.711297,0.680053,0.669681,0.641708,0.728302,0.716873,0.709109,0.706061,0.778356,0.789112,0.796602,0.80357,0.82026,0.846577,0.867139,0.883047,0.856023,0.88563,0.907397,0.925778,0.86048,0.800817,0.6977,0.602537,0.524056,0.535042,0.404176,0.320147,0.238357,0.524622,0.371959,0.269244,0.171134,0.551425,0.414522,0.319025,0.228028,0.602468,0.494557,0.423609,0.35388,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2867,'2024/11/28 11:20:11:641',9,0.773335,0.714456,0.682109,0.669871,0.643555,0.730887,0.718835,0.711536,0.709847,0.781915,0.794656,0.803309,0.811233,0.824025,0.853075,0.873145,0.888796,0.859419,0.891063,0.913522,0.931949,0.842257,0.780129,0.675159,0.580544,0.500751,0.515496,0.382376,0.295535,0.213158,0.505367,0.350619,0.247144,0.150458,0.532188,0.394422,0.297289,0.207091,0.583781,0.474561,0.399817,0.327317,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2868,'2024/11/28 11:20:11:674',9,0.773279,0.713074,0.6805,0.668156,0.640437,0.729084,0.717166,0.710661,0.709306,0.780315,0.792927,0.801884,0.810082,0.822821,0.850878,0.871925,0.887903,0.858677,0.890779,0.913854,0.932575,0.826519,0.763413,0.655787,0.558203,0.479482,0.496191,0.360672,0.27321,0.191429,0.487501,0.331753,0.228871,0.133233,0.513762,0.375465,0.279513,0.189578,0.563822,0.456307,0.383449,0.311699,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2869,'2024/11/28 11:20:11:709',9,0.768828,0.705809,0.672238,0.661364,0.635214,0.722512,0.711139,0.704489,0.702107,0.774766,0.787788,0.796912,0.805013,0.81796,0.846465,0.867183,0.88252,0.854905,0.888282,0.912096,0.931229,0.807724,0.744497,0.636167,0.53968,0.461015,0.476135,0.339516,0.252076,0.170643,0.467221,0.311682,0.209623,0.113602,0.492462,0.352717,0.255761,0.164986,0.540648,0.429343,0.354659,0.280864,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2870,'2024/11/28 11:20:11:741',9,0.762482,0.698022,0.662754,0.651281,0.624389,0.713635,0.701261,0.694107,0.691569,0.765052,0.77737,0.7866,0.795002,0.807981,0.836333,0.857345,0.8733,0.845204,0.877613,0.900251,0.91757,0.796637,0.732294,0.622407,0.524993,0.447273,0.46259,0.326894,0.240718,0.160109,0.451638,0.296571,0.195169,0.098035,0.475037,0.33633,0.241022,0.151774,0.520964,0.410117,0.336902,0.265302,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2871,'2024/11/28 11:20:11:774',9,0.754285,0.688751,0.651535,0.639109,0.61111,0.7012,0.68772,0.680613,0.678365,0.753339,0.763437,0.771424,0.779874,0.79711,0.824924,0.845775,0.861279,0.835354,0.867525,0.888974,0.906025,0.789569,0.723986,0.613868,0.51446,0.437872,0.453322,0.32014,0.234011,0.153763,0.439029,0.283061,0.179831,0.082465,0.460703,0.322113,0.225775,0.136602,0.506356,0.397088,0.32322,0.250589,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2872,'2024/11/28 11:20:11:799',9,0.742912,0.67686,0.638843,0.626262,0.598724,0.688744,0.673888,0.665961,0.662849,0.740879,0.749166,0.755544,0.762462,0.785243,0.810198,0.828081,0.8419,0.824271,0.853481,0.87188,0.886158,0.786725,0.721345,0.609976,0.508628,0.431995,0.449523,0.31575,0.228537,0.146697,0.433084,0.27493,0.170223,0.072564,0.454155,0.311918,0.214233,0.12429,0.500519,0.390085,0.314704,0.240568,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2873,'2024/11/28 11:20:11:833',9,0.733183,0.66596,0.626106,0.612605,0.584215,0.677269,0.660937,0.652368,0.649324,0.72796,0.733518,0.738876,0.74562,0.771692,0.794786,0.812265,0.826323,0.810421,0.839341,0.857739,0.871993,0.787879,0.723532,0.609656,0.504239,0.42363,0.45135,0.316347,0.227878,0.145059,0.432942,0.274588,0.168482,0.071104,0.451615,0.310034,0.210622,0.120899,0.495877,0.386056,0.310591,0.237846,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2874,'2024/11/28 11:20:11:895',9,0.724124,0.658355,0.617341,0.601745,0.575432,0.666605,0.64984,0.641287,0.637981,0.716525,0.721373,0.725838,0.73094,0.759282,0.781697,0.798363,0.811688,0.797074,0.82544,0.844181,0.859124,0.793268,0.727568,0.619046,0.520651,0.438117,0.457232,0.320816,0.23214,0.147999,0.440019,0.280746,0.174485,0.075845,0.459065,0.316145,0.215696,0.12534,0.503633,0.392127,0.314745,0.240756,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2875,'2024/11/28 11:20:11:914',9,0.714065,0.650664,0.609488,0.592831,0.565911,0.656718,0.638466,0.629288,0.626344,0.705641,0.708972,0.712345,0.717054,0.748311,0.768656,0.785215,0.798216,0.786062,0.81196,0.830113,0.843859,0.804093,0.739742,0.63456,0.537278,0.453186,0.471967,0.333905,0.245278,0.160978,0.454014,0.292917,0.186469,0.087703,0.472367,0.327258,0.226254,0.136431,0.516897,0.404215,0.326251,0.251958,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2876,'2024/11/28 11:20:11:950',9,0.706651,0.64532,0.604561,0.586603,0.557593,0.64962,0.630495,0.618784,0.612796,0.697608,0.700137,0.702994,0.706863,0.739759,0.758502,0.773867,0.786321,0.776919,0.80125,0.817611,0.83054,0.824423,0.759291,0.656281,0.558583,0.475613,0.489365,0.351803,0.264519,0.180703,0.471789,0.31138,0.206045,0.107826,0.490729,0.346521,0.246024,0.15579,0.536684,0.424222,0.34676,0.272756,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2877,'2024/11/28 11:20:11:983',9,0.705034,0.641812,0.600464,0.580447,0.549987,0.644274,0.624924,0.612109,0.603635,0.692279,0.694342,0.695498,0.696077,0.734312,0.752459,0.766781,0.776867,0.77087,0.795131,0.81242,0.825947,0.84946,0.785627,0.67783,0.576857,0.492946,0.512787,0.375633,0.288727,0.206705,0.495536,0.336247,0.231653,0.134567,0.51498,0.370189,0.269052,0.177067,0.561037,0.447474,0.369555,0.295153,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2878,'2024/11/28 11:20:12:007',9,0.705125,0.64149,0.601218,0.58287,0.553829,0.645692,0.623763,0.610058,0.600761,0.692847,0.692401,0.691633,0.690725,0.733779,0.751381,0.763784,0.771669,0.769965,0.793149,0.809763,0.822593,0.865185,0.802853,0.696117,0.600015,0.518806,0.533226,0.397387,0.312021,0.231679,0.517303,0.357981,0.253408,0.157181,0.538376,0.39364,0.2951,0.204473,0.585339,0.474048,0.399224,0.326617,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2879,'2024/11/28 11:20:12:041',9,0.708628,0.644413,0.605116,0.586722,0.555129,0.649012,0.627154,0.613682,0.604656,0.696196,0.695728,0.696118,0.695924,0.737173,0.753005,0.764115,0.771926,0.773875,0.796276,0.813491,0.827246,0.881429,0.818732,0.713063,0.61861,0.541194,0.552073,0.419732,0.336286,0.256098,0.53803,0.381915,0.278079,0.179501,0.559715,0.42336,0.327795,0.237482,0.605804,0.49728,0.426057,0.356132,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2880,'2024/11/28 11:20:12:075',9,0.714882,0.649898,0.612059,0.593941,0.559717,0.656149,0.635373,0.621853,0.612361,0.703401,0.703455,0.703886,0.703525,0.74415,0.759697,0.770225,0.777102,0.780723,0.80287,0.819515,0.832406,0.891455,0.82732,0.723797,0.629136,0.555623,0.566655,0.438502,0.355959,0.275681,0.55286,0.399858,0.297291,0.198326,0.575445,0.443052,0.348661,0.25727,0.622356,0.519858,0.45137,0.383378,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2881,'2024/11/28 11:20:12:138',9,0.72303,0.658008,0.621399,0.605224,0.57286,0.666622,0.646346,0.632723,0.623824,0.713241,0.712321,0.711898,0.711731,0.753851,0.769092,0.778736,0.786004,0.790624,0.812375,0.82824,0.841928,0.893952,0.831143,0.731746,0.640236,0.569744,0.57694,0.452379,0.37059,0.29082,0.562275,0.414646,0.314551,0.21697,0.583307,0.452905,0.360762,0.271118,0.628482,0.529452,0.461426,0.393124,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2882,'2024/11/28 11:20:12:170',9,0.731052,0.667794,0.631453,0.614266,0.582587,0.678147,0.660337,0.646562,0.636453,0.724517,0.724936,0.724135,0.722673,0.764937,0.781551,0.792544,0.800057,0.801156,0.823268,0.838661,0.851377,0.89328,0.826806,0.727862,0.637525,0.566219,0.575227,0.449834,0.370784,0.293071,0.564201,0.420973,0.324802,0.231252,0.585741,0.457078,0.366039,0.279004,0.629463,0.528615,0.45988,0.392246,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2883,'2024/11/28 11:20:12:191',9,0.742239,0.681674,0.645215,0.626207,0.596236,0.689363,0.670961,0.658898,0.651503,0.735506,0.737102,0.737073,0.736165,0.776276,0.79463,0.805992,0.813928,0.81214,0.8357,0.850854,0.863091,0.886803,0.82088,0.721921,0.6324,0.561422,0.570422,0.445763,0.366907,0.290715,0.55807,0.414155,0.317989,0.228226,0.580177,0.447602,0.355945,0.269704,0.625625,0.523243,0.452658,0.384149,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2884,'2024/11/28 11:20:12:216',9,0.750108,0.691339,0.656642,0.640425,0.611661,0.698585,0.683802,0.672021,0.663418,0.745221,0.748827,0.750418,0.750963,0.786046,0.805537,0.818656,0.827136,0.821972,0.846371,0.862123,0.874342,0.877939,0.814517,0.716443,0.626925,0.55504,0.560252,0.433399,0.354879,0.278746,0.548878,0.4034,0.307579,0.217319,0.572021,0.438211,0.346091,0.258432,0.618785,0.514678,0.444522,0.375572,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2885,'2024/11/28 11:20:12:249',9,0.757201,0.696935,0.662637,0.650799,0.622923,0.706086,0.692372,0.681712,0.674971,0.753082,0.757492,0.761371,0.765062,0.794365,0.81496,0.82983,0.840909,0.830747,0.856079,0.873456,0.887868,0.861816,0.805197,0.705638,0.611825,0.535701,0.544803,0.416411,0.336959,0.259778,0.533124,0.387046,0.289469,0.1974,0.556499,0.422783,0.331008,0.243377,0.603222,0.49808,0.427601,0.357838,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2886,'2024/11/28 11:20:12:283',9,0.761968,0.701117,0.668555,0.656815,0.63004,0.712568,0.698865,0.6897,0.685194,0.761078,0.766401,0.771233,0.775257,0.802605,0.824155,0.839541,0.850557,0.838865,0.865042,0.884124,0.899377,0.840572,0.786152,0.687264,0.594652,0.515845,0.526953,0.398419,0.316793,0.237428,0.514228,0.365708,0.266227,0.171691,0.53712,0.404799,0.312423,0.225783,0.582821,0.476739,0.408401,0.342657,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2887,'2024/11/28 11:20:12:320',9,0.765262,0.704442,0.670807,0.658683,0.632387,0.715534,0.702226,0.694365,0.690714,0.764897,0.773332,0.779503,0.7844,0.806667,0.830291,0.846203,0.857699,0.842527,0.869059,0.888434,0.903953,0.824272,0.768114,0.665676,0.56956,0.489448,0.506606,0.375551,0.290319,0.20948,0.493124,0.342424,0.24212,0.149797,0.516401,0.382258,0.288586,0.201323,0.563677,0.456745,0.385236,0.315948,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
