@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute ~-1 numeric
@attribute ~-2 numeric
@attribute ~-3 numeric
@attribute ~-4 numeric
@attribute ~-5 numeric
@attribute ~-6 numeric
@attribute ~-7 numeric
@attribute ~-8 numeric
@attribute ~-9 numeric
@attribute ~-10 numeric
@attribute ~-11 numeric
@attribute ~-12 numeric
@attribute ~-13 numeric
@attribute ~-14 numeric
@attribute ~-15 numeric
@attribute ~-16 numeric
@attribute ~-17 numeric
@attribute ~-18 numeric
@attribute ~-19 numeric
@attribute ~-20 numeric
@attribute ~-21 numeric
@attribute ~-22 numeric
@attribute ~-23 numeric
@attribute ~-24 numeric
@attribute ~-25 numeric
@attribute ~-26 numeric
@attribute ~-27 numeric
@attribute ~-28 numeric
@attribute ~-29 numeric
@attribute ~-30 numeric
@attribute ~-31 numeric
@attribute ~-32 numeric
@attribute ~-33 numeric
@attribute ~-34 numeric
@attribute ~-35 numeric
@attribute ~-36 numeric
@attribute ~-37 numeric
@attribute ~-38 numeric
@attribute ~-39 numeric
@attribute ~-40 numeric
@attribute ~-41 numeric
@attribute ~-42 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric

@data
5985,'2024/11/28 11:24:14:925',13,0.8254,0.777853,0.752705,0.732433,0.709556,0.813075,0.796545,0.779408,0.761437,0.835656,0.823325,0.813702,0.802522,0.854662,0.84225,0.829752,0.816534,0.870797,0.862563,0.850971,0.839592,0.815613,0.72002,0.596536,0.51502,0.440217,0.48394,0.3569,0.283533,0.216956,0.495709,0.343122,0.250132,0.162783,0.53069,0.383876,0.295747,0.216777,0.580774,0.473009,0.393979,0.320736,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5986,'2024/11/28 11:24:14:987',13,0.82693,0.777702,0.752198,0.731127,0.709815,0.813046,0.796428,0.779671,0.762235,0.836504,0.820412,0.808647,0.79623,0.856806,0.843817,0.831254,0.817694,0.873369,0.865018,0.854047,0.843251,0.80279,0.708543,0.584377,0.505433,0.429629,0.46281,0.338954,0.264502,0.197892,0.471609,0.320129,0.227434,0.141662,0.50673,0.36055,0.269756,0.187501,0.557839,0.450048,0.370474,0.295002,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5987,'2024/11/28 11:24:15:021',13,0.828123,0.776946,0.751356,0.731132,0.710247,0.809267,0.794088,0.778981,0.764017,0.833315,0.81695,0.805566,0.794174,0.85397,0.842464,0.830594,0.817408,0.872341,0.865671,0.853938,0.840842,0.794499,0.694884,0.572438,0.492151,0.413959,0.451216,0.32993,0.256268,0.188537,0.457309,0.307134,0.213345,0.125473,0.488131,0.342946,0.250325,0.16721,0.536245,0.424833,0.343927,0.268689,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5988,'2024/11/28 11:24:15:041',13,0.827884,0.774801,0.748575,0.72699,0.705537,0.809042,0.79202,0.774956,0.756733,0.832335,0.817052,0.804697,0.79117,0.852103,0.839654,0.825109,0.809524,0.868918,0.861505,0.849416,0.83619,0.781121,0.680017,0.558835,0.479959,0.40272,0.434998,0.311209,0.237275,0.170087,0.441942,0.29051,0.195443,0.108139,0.472921,0.32677,0.235552,0.153664,0.519266,0.408645,0.328261,0.252993,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5989,'2024/11/28 11:24:15:066',13,0.825943,0.770004,0.744196,0.722574,0.699888,0.800768,0.785621,0.769025,0.751137,0.824875,0.811116,0.798913,0.785396,0.84487,0.83459,0.820959,0.805216,0.862228,0.855756,0.843385,0.828333,0.774161,0.666667,0.54761,0.468635,0.388531,0.423681,0.300608,0.226591,0.158276,0.428601,0.276576,0.180275,0.091863,0.458277,0.311841,0.219595,0.137811,0.504278,0.390252,0.309676,0.235165,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5990,'2024/11/28 11:24:15:105',13,0.822446,0.765193,0.739129,0.717383,0.694679,0.795889,0.780443,0.763419,0.745963,0.819972,0.806675,0.793719,0.779411,0.839674,0.826091,0.810671,0.793751,0.856513,0.848281,0.834649,0.818557,0.771118,0.661102,0.540199,0.460607,0.377701,0.418512,0.296289,0.222024,0.15374,0.421098,0.26716,0.168505,0.078559,0.448218,0.298454,0.205682,0.123079,0.492343,0.374147,0.292453,0.217335,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5991,'2024/11/28 11:24:15:149',13,0.815746,0.757896,0.732121,0.710243,0.685813,0.788447,0.773079,0.756009,0.738048,0.811908,0.797001,0.783473,0.768769,0.831198,0.81601,0.800629,0.783447,0.848132,0.838354,0.824215,0.807928,0.764243,0.652409,0.533892,0.455223,0.374666,0.407333,0.284534,0.211337,0.1438,0.40966,0.255035,0.156948,0.067628,0.437461,0.286222,0.192701,0.108669,0.482229,0.364032,0.283419,0.209352,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5992,'2024/11/28 11:24:15:186',13,0.810545,0.750671,0.726888,0.704812,0.678552,0.779846,0.764551,0.746225,0.726228,0.801977,0.787948,0.773119,0.756656,0.819648,0.807111,0.792181,0.774695,0.833738,0.825347,0.811419,0.795216,0.764132,0.65009,0.529611,0.450896,0.370658,0.401463,0.281177,0.207277,0.139854,0.404183,0.248548,0.150015,0.060591,0.431293,0.279292,0.185033,0.102556,0.477062,0.358178,0.278247,0.207383,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5993,'2024/11/28 11:24:15:234',13,0.803974,0.74361,0.719546,0.69857,0.67523,0.769722,0.752571,0.734311,0.715208,0.79185,0.776556,0.761831,0.745718,0.80913,0.794377,0.77798,0.760285,0.823835,0.813827,0.798978,0.781761,0.764354,0.654052,0.534547,0.456651,0.375494,0.403133,0.281008,0.207354,0.138537,0.404396,0.249187,0.150389,0.060232,0.430338,0.277104,0.182494,0.099838,0.474986,0.358597,0.279016,0.207871,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5994,'2024/11/28 11:24:15:272',13,0.793645,0.735042,0.710263,0.690493,0.666878,0.760493,0.742993,0.725028,0.706464,0.781133,0.765464,0.750059,0.733054,0.797987,0.782404,0.765062,0.745902,0.81196,0.8009,0.784176,0.765337,0.765237,0.661126,0.539099,0.459292,0.3811,0.408135,0.284951,0.209847,0.140456,0.407412,0.255079,0.157249,0.064456,0.431441,0.281413,0.188298,0.107406,0.47404,0.36195,0.285252,0.217195,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5995,'2024/11/28 11:24:15:325',13,0.780144,0.74316,0.726212,0.712004,0.696972,0.761087,0.74344,0.732993,0.722816,0.76593,0.752959,0.740943,0.729598,0.769095,0.758255,0.748351,0.739197,0.767741,0.75958,0.751869,0.744898,0.391771,0.323208,0.247136,0.194045,0.148523,0.222992,0.153658,0.107935,0.070482,0.247118,0.166281,0.117046,0.078966,0.28543,0.213625,0.168117,0.129199,0.335365,0.294031,0.259453,0.226432,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5996,'2024/11/28 11:24:15:325',13,0.785022,0.728183,0.703117,0.681614,0.657481,0.75435,0.737905,0.72101,0.703131,0.774218,0.759252,0.742235,0.723331,0.789814,0.773407,0.753255,0.731589,0.800886,0.787938,0.770012,0.749956,0.776827,0.669067,0.544854,0.463198,0.384439,0.417716,0.291313,0.212109,0.140905,0.418751,0.26781,0.16856,0.078995,0.442944,0.296476,0.203767,0.126286,0.483734,0.368658,0.292015,0.227093,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5997,'2024/11/28 11:24:15:359',13,0.772171,0.716493,0.692817,0.672973,0.647879,0.745599,0.729209,0.709972,0.689721,0.764915,0.74884,0.726732,0.702034,0.779499,0.763308,0.735381,0.705885,0.788009,0.77311,0.75058,0.726147,0.804697,0.696966,0.566407,0.482846,0.405556,0.44998,0.31636,0.231735,0.159926,0.455919,0.298277,0.199964,0.11535,0.483495,0.336717,0.246878,0.177196,0.526282,0.413066,0.340358,0.282702,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5998,'2024/11/28 11:24:15:380',13,0.765866,0.712262,0.688362,0.66595,0.641385,0.744287,0.727766,0.708791,0.688055,0.760356,0.742808,0.72021,0.694852,0.771989,0.754041,0.727764,0.699718,0.778654,0.763929,0.741496,0.716978,0.814489,0.704074,0.575469,0.494395,0.416608,0.462218,0.328785,0.24475,0.173473,0.466926,0.311167,0.216069,0.131963,0.492398,0.339791,0.250792,0.18065,0.529884,0.417583,0.342183,0.279282,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
5999,'2024/11/28 11:24:15:410',13,0.768526,0.711598,0.687416,0.667449,0.643537,0.74211,0.724417,0.705048,0.684363,0.758927,0.739549,0.716956,0.692364,0.770947,0.751165,0.725524,0.698951,0.777186,0.762433,0.740599,0.717357,0.829762,0.720577,0.592492,0.510342,0.437163,0.479585,0.342936,0.258918,0.188781,0.488979,0.330745,0.235657,0.151888,0.520635,0.366087,0.277242,0.205775,0.564756,0.457219,0.38504,0.321961,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6000,'2024/11/28 11:24:15:449',13,0.768654,0.71375,0.688514,0.667015,0.642304,0.747149,0.731049,0.712183,0.691182,0.761953,0.74188,0.71753,0.690871,0.772537,0.75053,0.723856,0.6963,0.777243,0.762131,0.740691,0.717636,0.841177,0.73136,0.603395,0.52295,0.450395,0.491542,0.353683,0.266947,0.197096,0.506001,0.347538,0.251977,0.167855,0.541058,0.386154,0.296712,0.223886,0.589319,0.482173,0.408445,0.343284,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6001,'2024/11/28 11:24:15:491',13,0.776969,0.717519,0.692339,0.671556,0.647666,0.748138,0.732017,0.713268,0.692598,0.766789,0.747605,0.7233,0.696838,0.780115,0.759761,0.731302,0.703006,0.787541,0.770043,0.746988,0.723339,0.850738,0.737331,0.612529,0.535801,0.459304,0.504391,0.367853,0.278389,0.206493,0.523473,0.362546,0.261741,0.175063,0.560927,0.409768,0.317569,0.245547,0.612096,0.503041,0.428971,0.369327,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6002,'2024/11/28 11:24:15:540',13,0.777349,0.721089,0.697147,0.677379,0.654165,0.752806,0.739636,0.722888,0.703998,0.771467,0.756268,0.73285,0.706821,0.78549,0.768203,0.741304,0.713486,0.793288,0.779999,0.759246,0.737048,0.862983,0.756324,0.630114,0.551706,0.476154,0.520985,0.385332,0.296435,0.225333,0.53808,0.380165,0.281598,0.196353,0.576543,0.429286,0.34126,0.270753,0.630794,0.526421,0.454981,0.394949,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6003,'2024/11/28 11:24:15:577',13,0.780886,0.730381,0.705787,0.686349,0.663872,0.755933,0.745541,0.72921,0.709873,0.774334,0.764139,0.744802,0.721775,0.78972,0.778617,0.757119,0.731985,0.801248,0.792626,0.773146,0.750698,0.878627,0.773504,0.643876,0.561993,0.487079,0.539581,0.405991,0.320244,0.24984,0.553704,0.401453,0.303484,0.217392,0.589656,0.444496,0.358838,0.287486,0.643714,0.542161,0.472172,0.412389,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6004,'2024/11/28 11:24:15:612',13,0.78781,0.736564,0.713747,0.694455,0.67068,0.764586,0.752161,0.735357,0.716627,0.784278,0.774155,0.756058,0.734422,0.800141,0.790884,0.77151,0.748519,0.811909,0.803902,0.786402,0.765499,0.885815,0.778999,0.647971,0.566076,0.491712,0.546591,0.416948,0.332203,0.261746,0.560651,0.41349,0.31816,0.232229,0.597679,0.455528,0.370034,0.297082,0.652623,0.552025,0.482814,0.422391,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6005,'2024/11/28 11:24:15:650',13,0.797168,0.747306,0.723258,0.70326,0.681278,0.772451,0.75979,0.743499,0.726203,0.792976,0.785148,0.770172,0.751636,0.810712,0.804319,0.788596,0.768895,0.825433,0.81842,0.802613,0.782919,0.887194,0.782788,0.656122,0.57467,0.499903,0.554442,0.424632,0.342883,0.27411,0.567782,0.422714,0.328898,0.245863,0.604469,0.466463,0.382842,0.311932,0.658973,0.561373,0.49293,0.433105,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6006,'2024/11/28 11:24:15:699',13,0.805307,0.756362,0.732119,0.711019,0.690129,0.785272,0.772691,0.755394,0.734964,0.806273,0.798421,0.783545,0.764613,0.823521,0.816127,0.801411,0.783683,0.836944,0.829289,0.815072,0.798943,0.884405,0.778854,0.656514,0.576581,0.50079,0.554495,0.421718,0.342247,0.277204,0.571887,0.424084,0.331387,0.25005,0.610744,0.473559,0.391106,0.321518,0.6664,0.568676,0.499564,0.438851,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6007,'2024/11/28 11:24:15:754',13,0.804791,0.780948,0.764133,0.754394,0.746095,0.793317,0.794452,0.786434,0.778823,0.800915,0.796297,0.786813,0.777674,0.807494,0.801132,0.795541,0.789671,0.81279,0.806113,0.801705,0.797663,0.477043,0.420419,0.349244,0.298645,0.2528,0.370056,0.321697,0.286882,0.254691,0.400769,0.33076,0.288233,0.243359,0.43663,0.387741,0.350521,0.306383,0.478002,0.468483,0.452093,0.428087,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6008,'2024/11/28 11:24:15:754',13,0.810411,0.76351,0.741011,0.720831,0.699489,0.795482,0.783876,0.765584,0.742934,0.816685,0.81147,0.797681,0.77968,0.833818,0.828893,0.814378,0.796811,0.846593,0.840793,0.826567,0.810598,0.878933,0.77461,0.651705,0.571918,0.496779,0.548187,0.413408,0.33672,0.274296,0.566008,0.415481,0.323303,0.24171,0.606032,0.463768,0.380368,0.30949,0.662838,0.562142,0.490361,0.427616,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6009,'2024/11/28 11:24:15:792',13,0.827576,0.777079,0.755255,0.736594,0.715623,0.812357,0.800768,0.783272,0.762459,0.835643,0.828081,0.814189,0.797529,0.855355,0.850498,0.836549,0.821567,0.872446,0.868399,0.854771,0.840152,0.863493,0.758208,0.63738,0.561526,0.484512,0.526775,0.395234,0.319443,0.258689,0.545126,0.391013,0.300396,0.218306,0.585038,0.443114,0.355861,0.277875,0.641901,0.537832,0.465876,0.40073,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6010,'2024/11/28 11:24:15:841',13,0.831309,0.782996,0.760025,0.74002,0.718854,0.819018,0.80552,0.789298,0.771079,0.842632,0.831626,0.820118,0.805812,0.861747,0.853491,0.841156,0.826674,0.877675,0.872382,0.860461,0.846427,0.856591,0.751311,0.627562,0.549118,0.469535,0.519244,0.389853,0.314584,0.248794,0.537302,0.383306,0.290053,0.202397,0.576921,0.432353,0.342862,0.262841,0.632657,0.527065,0.451843,0.384642,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6011,'2024/11/28 11:24:15:876',13,0.833938,0.78655,0.762164,0.742692,0.720759,0.822576,0.807655,0.791171,0.77355,0.845064,0.834234,0.824061,0.812065,0.865042,0.856899,0.844423,0.83037,0.882496,0.877573,0.866083,0.854125,0.833829,0.737575,0.610139,0.528109,0.453222,0.492994,0.366926,0.293522,0.227662,0.505076,0.353675,0.259789,0.171726,0.544105,0.401432,0.314442,0.234817,0.601364,0.496792,0.4206,0.349642,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6012,'2024/11/28 11:24:15:913',13,0.833441,0.785447,0.759523,0.739478,0.719047,0.818671,0.806019,0.790609,0.77347,0.841244,0.830948,0.821337,0.809876,0.861063,0.853004,0.842173,0.828796,0.87953,0.876351,0.865922,0.85364,0.822202,0.722399,0.597538,0.51428,0.438218,0.484658,0.359557,0.286691,0.220615,0.495023,0.343904,0.250334,0.162668,0.529756,0.383959,0.295488,0.215731,0.582839,0.476936,0.399224,0.327485,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6013,'2024/11/28 11:24:15:948',13,0.832063,0.783816,0.757778,0.736939,0.715648,0.818772,0.802642,0.785229,0.766149,0.841234,0.827613,0.815719,0.802356,0.860732,0.8509,0.837737,0.822575,0.877286,0.872167,0.860704,0.848221,0.81058,0.712216,0.58686,0.504557,0.42916,0.468932,0.343469,0.269144,0.202306,0.477976,0.327342,0.234193,0.14641,0.512426,0.36686,0.276823,0.195719,0.564546,0.45693,0.378219,0.304906,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6014,'2024/11/28 11:24:15:987',13,0.830667,0.779748,0.753443,0.732378,0.711326,0.813517,0.797338,0.780758,0.763079,0.836259,0.822112,0.810274,0.797196,0.856058,0.844389,0.830247,0.814798,0.873288,0.867597,0.855415,0.841718,0.802058,0.701972,0.576141,0.493852,0.416954,0.456826,0.332091,0.258117,0.191464,0.462455,0.311884,0.218627,0.132274,0.493982,0.347251,0.255153,0.172581,0.542814,0.434565,0.354618,0.280476,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6015,'2024/11/28 11:24:16:024',13,0.829464,0.775321,0.749131,0.727224,0.705609,0.807028,0.789591,0.773127,0.756574,0.83001,0.813316,0.801006,0.788732,0.850163,0.836476,0.822444,0.807968,0.867911,0.860293,0.847612,0.833772,0.790196,0.686575,0.563743,0.484566,0.406495,0.441505,0.31935,0.246436,0.179668,0.446937,0.294888,0.200711,0.114598,0.477657,0.330256,0.238186,0.155524,0.525758,0.415534,0.336236,0.262623,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6016,'2024/11/28 11:24:16:065',13,0.830976,0.771838,0.745661,0.724012,0.700649,0.800798,0.784259,0.766344,0.747343,0.824434,0.807256,0.793061,0.777936,0.843572,0.827953,0.812204,0.795217,0.859764,0.851002,0.837592,0.821699,0.786545,0.673305,0.555869,0.478783,0.395618,0.43444,0.313949,0.240865,0.17497,0.439933,0.282956,0.186233,0.098219,0.468374,0.319411,0.22656,0.144492,0.513129,0.397601,0.318567,0.247277,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6017,'2024/11/28 11:24:16:104',13,0.82514,0.764727,0.739754,0.717719,0.693448,0.793423,0.776532,0.757717,0.737984,0.817011,0.802058,0.786563,0.769799,0.835525,0.82232,0.805796,0.787016,0.851397,0.84141,0.825829,0.807464,0.782674,0.663469,0.547384,0.470283,0.385446,0.430221,0.306795,0.231861,0.165452,0.435311,0.278194,0.181596,0.092066,0.461628,0.311717,0.218717,0.138283,0.504486,0.384798,0.305546,0.236502,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6018,'2024/11/28 11:24:16:141',13,0.817152,0.756882,0.732004,0.709692,0.685844,0.78227,0.767268,0.748852,0.729074,0.804018,0.790021,0.774482,0.757777,0.822143,0.809546,0.793152,0.775177,0.837424,0.829421,0.814977,0.79872,0.77681,0.66051,0.541984,0.464784,0.383759,0.421456,0.297834,0.223545,0.157571,0.426069,0.269573,0.172706,0.08548,0.45502,0.303207,0.209948,0.128555,0.502023,0.384294,0.304149,0.233206,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6019,'2024/11/28 11:24:16:178',13,0.797322,0.73964,0.716151,0.695215,0.670042,0.764488,0.747457,0.728631,0.708937,0.784367,0.769976,0.752819,0.733911,0.801378,0.78701,0.767428,0.745984,0.814934,0.802852,0.785288,0.766215,0.771611,0.662185,0.542086,0.46498,0.390129,0.418156,0.295231,0.222698,0.156405,0.418162,0.269531,0.174981,0.088636,0.442192,0.294129,0.203026,0.125272,0.483768,0.368186,0.291216,0.224415,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6020,'2024/11/28 11:24:16:232',13,0.790518,0.731898,0.7057,0.683145,0.658842,0.754888,0.739655,0.721453,0.700861,0.775323,0.76143,0.743409,0.722578,0.791148,0.776081,0.754039,0.729594,0.803035,0.789653,0.769857,0.747812,0.778324,0.671656,0.550237,0.468983,0.387665,0.429314,0.304274,0.228826,0.16115,0.428465,0.277026,0.181951,0.096111,0.451602,0.302565,0.214196,0.141357,0.491589,0.37732,0.301647,0.237395,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6021,'2024/11/28 11:24:16:233',13,0.7774,0.752427,0.741115,0.733219,0.721691,0.76891,0.748922,0.729401,0.709692,0.774109,0.756763,0.739707,0.724989,0.779122,0.763287,0.746892,0.734182,0.78345,0.771936,0.758373,0.747749,0.503504,0.430375,0.338758,0.270795,0.211643,0.323026,0.236755,0.176519,0.129523,0.336217,0.227215,0.150009,0.085831,0.361076,0.254625,0.186474,0.129636,0.394311,0.325733,0.277494,0.233607,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6022,'2024/11/28 11:24:16:276',13,0.773692,0.719561,0.693301,0.671522,0.646568,0.74575,0.730309,0.712286,0.69263,0.763366,0.747831,0.726386,0.70197,0.776687,0.758517,0.732335,0.704621,0.784565,0.76957,0.747967,0.725039,0.790108,0.686498,0.561486,0.480668,0.40315,0.446094,0.314943,0.232996,0.163429,0.449373,0.296226,0.202377,0.119487,0.472486,0.327353,0.240707,0.171927,0.507986,0.396238,0.322448,0.26085,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6023,'2024/11/28 11:24:16:313',13,0.741269,0.710419,0.692374,0.674405,0.652394,0.740781,0.729219,0.712612,0.695733,0.747333,0.735104,0.716762,0.698884,0.752325,0.738418,0.717751,0.69789,0.753547,0.743355,0.729996,0.717837,0.61096,0.595499,0.531109,0.473393,0.411352,0.42609,0.317229,0.234646,0.169955,0.418148,0.300362,0.214361,0.138982,0.42474,0.311479,0.237435,0.174942,0.444173,0.362693,0.307262,0.2611,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6024,'2024/11/28 11:24:16:313',13,0.763959,0.709011,0.686708,0.665274,0.640309,0.741432,0.726031,0.707116,0.68586,0.757454,0.741741,0.719589,0.694136,0.768851,0.751414,0.724715,0.696516,0.774391,0.759218,0.73671,0.71293,0.799134,0.691398,0.567132,0.48684,0.412748,0.457051,0.324839,0.240674,0.170202,0.460598,0.305415,0.208572,0.124693,0.484041,0.333201,0.244744,0.176403,0.518645,0.406918,0.33173,0.269567,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6025,'2024/11/28 11:24:16:352',13,0.72357,0.693521,0.680529,0.665116,0.643347,0.740163,0.728286,0.709153,0.689679,0.752071,0.737652,0.714924,0.692187,0.761025,0.744388,0.718211,0.694051,0.764399,0.752017,0.73362,0.717528,0.696958,0.65086,0.555171,0.488317,0.425704,0.461696,0.348294,0.259462,0.191704,0.466976,0.337764,0.23899,0.156736,0.49291,0.366255,0.278659,0.20492,0.536133,0.449325,0.38461,0.327379,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6026,'2024/11/28 11:24:16:353',13,0.759972,0.705349,0.682888,0.660896,0.636399,0.744482,0.726029,0.704972,0.682537,0.758009,0.737788,0.71252,0.686118,0.765156,0.74565,0.717811,0.690108,0.765384,0.748873,0.725107,0.701459,0.80849,0.69802,0.573053,0.495596,0.424124,0.465757,0.332483,0.248324,0.178638,0.472515,0.316427,0.224972,0.145001,0.499361,0.347367,0.259001,0.190112,0.536384,0.42674,0.353281,0.291699,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6027,'2024/11/28 11:24:16:381',13,0.756456,0.701579,0.680593,0.659788,0.635196,0.742086,0.721319,0.698921,0.675904,0.754087,0.732133,0.706709,0.680799,0.760271,0.739741,0.711878,0.684855,0.759456,0.742947,0.718942,0.695528,0.82478,0.713341,0.58865,0.509604,0.438112,0.480957,0.348008,0.264616,0.195683,0.489349,0.33224,0.240838,0.161828,0.51774,0.363607,0.275589,0.208167,0.557094,0.446001,0.371464,0.308733,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6028,'2024/11/28 11:24:16:419',13,0.754643,0.700035,0.679559,0.657908,0.633687,0.748024,0.726337,0.702304,0.67706,0.758562,0.734996,0.706567,0.677205,0.761422,0.73728,0.706724,0.678566,0.756648,0.738938,0.714542,0.691658,0.83553,0.720778,0.597619,0.520211,0.448128,0.491032,0.356903,0.27435,0.207675,0.504965,0.342268,0.254644,0.179997,0.537903,0.379082,0.294978,0.230749,0.580481,0.468786,0.395057,0.331462,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
6029,'2024/11/28 11:24:16:457',13,0.754758,0.699595,0.678687,0.658433,0.632728,0.744958,0.724277,0.700183,0.675687,0.757392,0.733632,0.70293,0.672774,0.761822,0.738801,0.707307,0.678013,0.758142,0.739021,0.714093,0.690798,0.845104,0.732916,0.61039,0.53271,0.460699,0.500832,0.366484,0.284191,0.21688,0.516751,0.354839,0.265128,0.187393,0.551218,0.39482,0.308258,0.241266,0.596254,0.48504,0.412494,0.351257,0.122909,0.651343,9.611422,0.300495,0.725291,2.757305,1.020617,2.519999,3.361501,0.981104,0.270785,2.278553
